dataset,relative_path,file_name,binary_label,label_origin,source_category,source_fold,recording_group_id,size_bytes,sha256
esc50,wav_files/3-71964-C-4.wav,3-71964-C-4.wav,0,official_metadata:no_drone,frog,3,esc50:71964,441044,aab6176d922cc933204cd8798d6bee77c35266e70e9c555d3f98232752dff6a2
esc50,wav_files/3-83527-A-4.wav,3-83527-A-4.wav,0,official_metadata:no_drone,frog,3,esc50:83527,441044,132e40f789fa26bd861af24281ca956470506b1bcd03cb4bea94deb16cffbf71
esc50,wav_files/3-87936-A-46.wav,3-87936-A-46.wav,0,official_metadata:no_drone,church_bells,3,esc50:87936,441044,a6b64ebbceb2f946ab37609967aedaf8d66a5299f270071a5afff4e220eb01c3
esc50,wav_files/3-87936-B-46.wav,3-87936-B-46.wav,0,official_metadata:no_drone,church_bells,3,esc50:87936,441044,e40a1b2be44ddf458085cb46a1f504646b5190916924efc0d4ddfa808a7ada5a
esc50,wav_files/3-92637-A-18.wav,3-92637-A-18.wav,0,official_metadata:no_drone,toilet_flush,3,esc50:92637,441044,004de95b62579616929281d6e461ff379047164655f7358ecabfaca02d750320
esc50,wav_files/3-93010-A-18.wav,3-93010-A-18.wav,0,official_metadata:no_drone,toilet_flush,3,esc50:93010,441044,79407c6c9d88b62fc6bc0c19a18ecdaadc7c1e829587ea10679c5f06c338a6cb
esc50,wav_files/3-94342-A-25.wav,3-94342-A-25.wav,0,official_metadata:no_drone,footsteps,3,esc50:94342,441044,aa5f165461dce46867d6be56a5362ea28e93574379041ba2395563b629aee3ea
esc50,wav_files/3-94343-A-25.wav,3-94343-A-25.wav,0,official_metadata:no_drone,footsteps,3,esc50:94343,441044,975e559e9ac1a97093a4b9bc61344bf15b1ce4b4f76a88a6cf8184c197e9e634
esc50,wav_files/3-94344-A-25.wav,3-94344-A-25.wav,0,official_metadata:no_drone,footsteps,3,esc50:94344,441044,3cc287735d092ad54971f68131d02130b80e9a728fdd4b1aede9f7623c6bf7b7
esc50,wav_files/3-94355-A-33.wav,3-94355-A-33.wav,0,official_metadata:no_drone,door_wood_creaks,3,esc50:94355,441044,085dadd17a2add607c3d86062a2e784fa8e5ff9f490d950130fcf526b6413e22
esc50,wav_files/3-95694-A-5.wav,3-95694-A-5.wav,0,official_metadata:no_drone,cat,3,esc50:95694,441044,ce11374a1c3a5f2bbe26ffe98f02b3d6c1145787e2588d468f504a6c91560fa5
esc50,wav_files/3-95695-A-5.wav,3-95695-A-5.wav,0,official_metadata:no_drone,cat,3,esc50:95695,441044,fa2b0481cfd6b8988e4d8c4b980e265f271e1e7fcebe627b17f47b8a79db72af
esc50,wav_files/3-95695-B-5.wav,3-95695-B-5.wav,0,official_metadata:no_drone,cat,3,esc50:95695,441044,8d589319aec05ca53a8c5b8e0ccd5ae5495c9347f2f9c07d9dd366ba8d708f9b
esc50,wav_files/3-95697-A-5.wav,3-95697-A-5.wav,0,official_metadata:no_drone,cat,3,esc50:95697,441044,25581b29392dcaffe667101bab712e16a1422e7c98a410c1dd59934b8d175b86
esc50,wav_files/3-95698-A-5.wav,3-95698-A-5.wav,0,official_metadata:no_drone,cat,3,esc50:95698,441044,21cfbd539cb1b3063beb0717d02ab14d21465948c5851b34893043da0beb857b
esc50,wav_files/3-96606-A-49.wav,3-96606-A-49.wav,0,official_metadata:no_drone,hand_saw,3,esc50:96606,441044,d0b8ac0b838bb26661f6ee2ca3dc723dd3d92f9b658aeaeb5a09adeda04362cc
esc50,wav_files/3-96606-B-49.wav,3-96606-B-49.wav,0,official_metadata:no_drone,hand_saw,3,esc50:96606,441044,fbf9db62e5a83340df1106d553ee8099f69b53965fd4001152ceec60ccc14113
esc50,wav_files/3-97909-A-49.wav,3-97909-A-49.wav,0,official_metadata:no_drone,hand_saw,3,esc50:97909,441044,9c538fa8ec448a5679ca97bcd10ab4ecbd442403efe7c2e0a95aba182ad3d7f7
esc50,wav_files/3-97909-B-49.wav,3-97909-B-49.wav,0,official_metadata:no_drone,hand_saw,3,esc50:97909,441044,2a92de60ae2df8e6cbb20c4fa8b9af112ad9be18e29cfee2ba51a6d16d5048b9
esc50,wav_files/3-98193-A-46.wav,3-98193-A-46.wav,0,official_metadata:no_drone,church_bells,3,esc50:98193,441044,973df7c6b56c4ba23ab3c26b385a64429dc3845693c640e07449207ce32af6f3
esc50,wav_files/3-98771-A-18.wav,3-98771-A-18.wav,0,official_metadata:no_drone,toilet_flush,3,esc50:98771,441044,61aa0f50125b1dc08fe84fae0f5dc0a4af8abcf9ec4b8e8d0abf3c69df2de936
esc50,wav_files/3-98869-A-46.wav,3-98869-A-46.wav,0,official_metadata:no_drone,church_bells,3,esc50:98869,441044,b13da802e507aa019c34b3ec44f8f64aa101ab2a3f16ac6aaba125062faec084
esc50,wav_files/4-102844-A-49.wav,4-102844-A-49.wav,0,official_metadata:no_drone,hand_saw,4,esc50:102844,441044,88b8095737537853469f06c3d920fe29b91588e48e5bd687f6938cf1bbb3b438
esc50,wav_files/4-102844-B-49.wav,4-102844-B-49.wav,0,official_metadata:no_drone,hand_saw,4,esc50:102844,441044,10790b1820fcae676e76a7c54f6d8378cecdb5087bd60fa49e021b7df920c89d
esc50,wav_files/4-102844-C-49.wav,4-102844-C-49.wav,0,official_metadata:no_drone,hand_saw,4,esc50:102844,441044,676a4d2124e14890136ad1cf24a3c02948c153e0bd731b4d1fb99741a9498fc2
esc50,wav_files/4-102871-A-42.wav,4-102871-A-42.wav,0,official_metadata:no_drone,siren,4,esc50:102871,441044,9dabae27ebcd55cc16ea57e813fc1984ec444159b62f246c0399cb4f920454ea
esc50,wav_files/4-107117-A-33.wav,4-107117-A-33.wav,0,official_metadata:no_drone,door_wood_creaks,4,esc50:107117,441044,d6a08ce8c51ecfa83c89bac9741e0af29f245230cbb60141a275f3464e6e521b
esc50,wav_files/4-107120-A-33.wav,4-107120-A-33.wav,0,official_metadata:no_drone,door_wood_creaks,4,esc50:107120,441044,d803f4401007c030d0945e322aee546816cd376e557dc565a7353869bd620105
esc50,wav_files/4-107122-A-33.wav,4-107122-A-33.wav,0,official_metadata:no_drone,door_wood_creaks,4,esc50:107122,441044,ca294352bbd5fc37524ae1ffeeb43394e8d6b2fa048e55b611396bccee2e37da
esc50,wav_files/4-108352-A-33.wav,4-108352-A-33.wav,0,official_metadata:no_drone,door_wood_creaks,4,esc50:108352,441044,d5c4e651d1bb6e02ce60b403818965a077903903b822884573d8eff0f2198e02
esc50,wav_files/4-111671-A-42.wav,4-111671-A-42.wav,0,official_metadata:no_drone,siren,4,esc50:111671,441044,365e4a2a7fcb455894d3b0a7b7ad08ac9725f6565fc4d3ace32876b5afc4c2cd
esc50,wav_files/4-111671-B-42.wav,4-111671-B-42.wav,0,official_metadata:no_drone,siren,4,esc50:111671,441044,7b862bec0a634cc342e53fe54fbac85c28801588903e2a35e9eff705b5593b05
esc50,wav_files/4-117627-A-25.wav,4-117627-A-25.wav,0,official_metadata:no_drone,footsteps,4,esc50:117627,441044,bee53dc6ab282257b4a70a852d6235104ec74bdb380f0a83b706f1ab88b356ca
esc50,wav_files/4-117630-A-25.wav,4-117630-A-25.wav,0,official_metadata:no_drone,footsteps,4,esc50:117630,441044,70beb5f16c161f46b7c672b8bc85724ced5d69db1e29d7f137ad94f4c1215d08
esc50,wav_files/4-119647-A-48.wav,4-119647-A-48.wav,0,official_metadata:no_drone,fireworks,4,esc50:119647,441044,0ee8c78bf99e24c3733bfa9044f543f9437909ca12dc85d9322e1f45b03cc526
esc50,wav_files/4-119647-B-48.wav,4-119647-B-48.wav,0,official_metadata:no_drone,fireworks,4,esc50:119647,441044,7fcd04a7f1498553b18ea495a3a7ff2780a7987fda56c3269da8cabe2ea7c1c0
esc50,wav_files/4-119647-C-48.wav,4-119647-C-48.wav,0,official_metadata:no_drone,fireworks,4,esc50:119647,441044,272ece9c7bdd78695b3e1c48b89dc1cf1e59213000d4b01ad5b8afbb04628463
esc50,wav_files/4-119647-D-48.wav,4-119647-D-48.wav,0,official_metadata:no_drone,fireworks,4,esc50:119647,441044,1b7a55d645f0a844e4ddad4956481b8598c9458e7991ea53efcf8ca3f1a2cd8b
esc50,wav_files/4-119648-A-48.wav,4-119648-A-48.wav,0,official_metadata:no_drone,fireworks,4,esc50:119648,441044,c205760c87ea392acd3300d75ab6a1f6185cce1f2cd38884041340c2f578dddb
esc50,wav_files/4-119648-B-48.wav,4-119648-B-48.wav,0,official_metadata:no_drone,fireworks,4,esc50:119648,441044,04745e572b2833cbb1a468ef35a1863cb1804347ecd7379c1630352932c4e88b
esc50,wav_files/4-119648-C-48.wav,4-119648-C-48.wav,0,official_metadata:no_drone,fireworks,4,esc50:119648,441044,c5489d2c84907f48d781105accf34c2758700fe2bb50d9b1a6b2d5d2afa2e859
esc50,wav_files/4-119648-D-48.wav,4-119648-D-48.wav,0,official_metadata:no_drone,fireworks,4,esc50:119648,441044,7565850a7dae66f173fdd1b11dedbaf549ae3ecddd736f357b4890cd417b12a8
esc50,wav_files/4-119720-A-18.wav,4-119720-A-18.wav,0,official_metadata:no_drone,toilet_flush,4,esc50:119720,441044,7ba566572f51a9c851f4853bc6206efa6483262af6b99f7e7f90f83dc05800f8
esc50,wav_files/4-120160-A-5.wav,4-120160-A-5.wav,0,official_metadata:no_drone,cat,4,esc50:120160,441044,5828c0621dddd37ba88c08d99edb9c3860bf2e7f9c3b8adcc02f845bbf6e7211
esc50,wav_files/4-121532-A-42.wav,4-121532-A-42.wav,0,official_metadata:no_drone,siren,4,esc50:121532,441044,9f7d32892f55d06a7ce39a0c97c5fd24fcc477c3e517c6e34003a5a9d2c822f5
esc50,wav_files/4-123680-A-18.wav,4-123680-A-18.wav,0,official_metadata:no_drone,toilet_flush,4,esc50:123680,441044,37b6b220545df09fb3fe00c424f9aed9d9d0c1d0cc9932337b3151c919daef7b
esc50,wav_files/4-125070-A-19.wav,4-125070-A-19.wav,0,official_metadata:no_drone,thunderstorm,4,esc50:125070,441044,61b68a9eb06ee056826f8ce06e56558bc46301a2f4df43b92d7619cd6b2e8475
esc50,wav_files/4-125071-A-19.wav,4-125071-A-19.wav,0,official_metadata:no_drone,thunderstorm,4,esc50:125071,441044,fe38b9a2a0f8ab43fd39cc1dc396218ffb42dfe9ee1e948db37ba036303adcff
esc50,wav_files/4-125072-A-19.wav,4-125072-A-19.wav,0,official_metadata:no_drone,thunderstorm,4,esc50:125072,441044,5dabae26cf309348043fd04d95c829ea0944397d04b8db66108df28d8b27676e
esc50,wav_files/4-125072-B-19.wav,4-125072-B-19.wav,0,official_metadata:no_drone,thunderstorm,4,esc50:125072,441044,740bc4d9421e207dd70835ed6daa6982fda8c16a51a00256baaa69b4491ca29e
esc50,wav_files/4-125825-A-46.wav,4-125825-A-46.wav,0,official_metadata:no_drone,church_bells,4,esc50:125825,441044,796a0d8975ce9db3eb4e6d8ce438f6dbbd4ad4a1a8a6a18de4521face6eeb28a
esc50,wav_files/4-125825-B-46.wav,4-125825-B-46.wav,0,official_metadata:no_drone,church_bells,4,esc50:125825,441044,c6a4d689547aa3ac03eb683104f00f8be7b6eed00b57c9a7a64e06a935f9d9a4
esc50,wav_files/4-125929-A-40.wav,4-125929-A-40.wav,0,official_metadata:no_drone,helicopter,4,esc50:125929,441044,adfb82d86a3b2a7ac8fcf85c98f6b222ef5b0e47991cf6c0047e3d99e2f11443
esc50,wav_files/4-126046-A-18.wav,4-126046-A-18.wav,0,official_metadata:no_drone,toilet_flush,4,esc50:126046,441044,013b9897691c5b524bc4a8c3e6bd8c88a375dd3547bc0029f0ac5f53c7734f05
esc50,wav_files/4-126532-A-18.wav,4-126532-A-18.wav,0,official_metadata:no_drone,toilet_flush,4,esc50:126532,441044,62382bad73223d77cf7f93ae423af872396279fa89f6a8247abf891d0a5aead0
esc50,wav_files/4-128659-A-33.wav,4-128659-A-33.wav,0,official_metadata:no_drone,door_wood_creaks,4,esc50:128659,441044,27d3a2001cf9323b69ee247d3c527e69ab2c9a19fcbd1fcbe5b60886c4352040
esc50,wav_files/4-130584-A-4.wav,4-130584-A-4.wav,0,official_metadata:no_drone,frog,4,esc50:130584,441044,e532de799975d8f91e61e7cd5f0bf22138ccd49b43f6973f0d17ac3c1c207a4c
esc50,wav_files/4-130891-A-7.wav,4-130891-A-7.wav,0,official_metadata:no_drone,insects,4,esc50:130891,441044,12c07996c260c95c96cd9125780c40c39af0c46cb4b4e49fa67c7a2625b2ea98
esc50,wav_files/4-132383-A-2.wav,4-132383-A-2.wav,0,official_metadata:no_drone,pig,4,esc50:132383,441044,a1a29bac1f9259697b4d58c9f04948c12bfc51a4508f9eddb4dcfc418821df8c
esc50,wav_files/4-132383-B-2.wav,4-132383-B-2.wav,0,official_metadata:no_drone,pig,4,esc50:132383,441044,92f93d980ba878821c57255190f591d3936030cdfeb3ea205524d8d5e5ef24d3
esc50,wav_files/4-132803-A-26.wav,4-132803-A-26.wav,0,official_metadata:no_drone,laughing,4,esc50:132803,441044,de5e596027c88e0e27334e4dfeb024238bc0b6028dba0f96c764017e534e8233
esc50,wav_files/4-132810-A-26.wav,4-132810-A-26.wav,0,official_metadata:no_drone,laughing,4,esc50:132810,441044,c7f7466fe1fa3d585fbf7a1fe9692e1890f0b05d6910b81504e808b4fb885bb8
esc50,wav_files/4-132816-A-26.wav,4-132816-A-26.wav,0,official_metadata:no_drone,laughing,4,esc50:132816,441044,b2d5c158cb461eae5001862bfdbbdbfb1367d6e80e3e187dc52ebbba869a8b85
esc50,wav_files/4-132839-A-33.wav,4-132839-A-33.wav,0,official_metadata:no_drone,door_wood_creaks,4,esc50:132839,441044,ab878de418072908402b3c1f808e6e8966b92424e1361c4bf0b75c627f5b1cbd
esc50,wav_files/4-133047-A-5.wav,4-133047-A-5.wav,0,official_metadata:no_drone,cat,4,esc50:133047,441044,28e3fb5e2dbc18984b5e5e82eb85e7301093fa60f46341ae1f682dc111ffedc1
esc50,wav_files/4-133047-B-5.wav,4-133047-B-5.wav,0,official_metadata:no_drone,cat,4,esc50:133047,441044,6cc31e43245c50962f68968fc9065fbd990ce48e56f9e8687889db6231e26190
esc50,wav_files/4-133047-C-5.wav,4-133047-C-5.wav,0,official_metadata:no_drone,cat,4,esc50:133047,441044,5ee277a344d763d045ca9441777fbbaaffcb945acd58e5b8599694fb55307b6e
esc50,wav_files/4-133674-A-26.wav,4-133674-A-26.wav,0,official_metadata:no_drone,laughing,4,esc50:133674,441044,7b0f9348022ff7ff2f4466565aa8cf6396d79eae07d3269fa2fb174a8fa03552
esc50,wav_files/4-133895-A-7.wav,4-133895-A-7.wav,0,official_metadata:no_drone,insects,4,esc50:133895,441044,e1d8ea898754bb96ef68854e8f37452019e3fad05a36fe349c4042eec4d25824
esc50,wav_files/4-135439-A-18.wav,4-135439-A-18.wav,0,official_metadata:no_drone,toilet_flush,4,esc50:135439,441044,d14d906a98bd58ea4853431f0b482518dcdcb5dd90b39c2c4d37a540ce3dd5c7
esc50,wav_files/4-136381-A-9.wav,4-136381-A-9.wav,0,official_metadata:no_drone,crow,4,esc50:136381,441044,6b0bfda34b4001b23559ef2485eeb56c58e85347b65524da1cd87e6204ea0478
esc50,wav_files/4-138344-A-9.wav,4-138344-A-9.wav,0,official_metadata:no_drone,crow,4,esc50:138344,441044,67b10b27be5bb2ce6e1b78cd50b0c841c48f0b71e76b8f6058aa65923f7b3e12
esc50,wav_files/4-140034-A-46.wav,4-140034-A-46.wav,0,official_metadata:no_drone,church_bells,4,esc50:140034,441044,0f0e831ad6c1df8e9367f1390c35ff464c1df60205d5688eab478e71fecdb0bd
esc50,wav_files/4-141365-A-18.wav,4-141365-A-18.wav,0,official_metadata:no_drone,toilet_flush,4,esc50:141365,441044,54a13fb6cf49f579604abcbee84b93472d7630a4e9a486847b066d20672b77ac
esc50,wav_files/4-143118-A-7.wav,4-143118-A-7.wav,0,official_metadata:no_drone,insects,4,esc50:143118,441044,60f56e656e795a8916258b85a5485fff61199f99a3c9f1dde9eaedaebd4d2f61
esc50,wav_files/4-143118-B-7.wav,4-143118-B-7.wav,0,official_metadata:no_drone,insects,4,esc50:143118,441044,d49b3d79ede70b70d0e01015088a8acadc6c4410973dd133736c4684a326bb0f
esc50,wav_files/4-144083-A-16.wav,4-144083-A-16.wav,0,official_metadata:no_drone,wind,4,esc50:144083,441044,a0b0bbb04a05542784cc031b2f806605d47f469c49576d8b903cebf9cc58f4b7
esc50,wav_files/4-144083-B-16.wav,4-144083-B-16.wav,0,official_metadata:no_drone,wind,4,esc50:144083,441044,6295c5592ebaa83de1109be26a2473912d15565d5594abb24784b89cb17d29ae
esc50,wav_files/4-144083-C-16.wav,4-144083-C-16.wav,0,official_metadata:no_drone,wind,4,esc50:144083,441044,942008e68f61223b0888964844bed818bd22288cc0fbb993720d6cb641b08f3d
esc50,wav_files/4-144085-A-16.wav,4-144085-A-16.wav,0,official_metadata:no_drone,wind,4,esc50:144085,441044,b757e037f324d9c0986290237792ae24d2df71988e9c4f972d1252c9de8ac088
esc50,wav_files/4-144468-A-27.wav,4-144468-A-27.wav,0,official_metadata:no_drone,brushing_teeth,4,esc50:144468,441044,8b5c7835867b138b517ca6a94d8cdde57469cce6c8ed6fde731921aef31c9ef6
esc50,wav_files/4-144468-B-27.wav,4-144468-B-27.wav,0,official_metadata:no_drone,brushing_teeth,4,esc50:144468,441044,2fa690f12d994168413f962ccff9a6936d430b0dc0cf4dcd337e4434a3bd0e58
esc50,wav_files/4-145006-A-18.wav,4-145006-A-18.wav,0,official_metadata:no_drone,toilet_flush,4,esc50:145006,441044,44fe13225fe186090e57c8aa7b9638186143d400b32edabda7e92ea6dc3284d6
esc50,wav_files/4-145081-A-9.wav,4-145081-A-9.wav,0,official_metadata:no_drone,crow,4,esc50:145081,441044,f293cc3984efb08c7eba9bda229cf1dacb2042fbec1fa615fa9c717532b0724b
esc50,wav_files/4-146200-A-36.wav,4-146200-A-36.wav,0,official_metadata:no_drone,vacuum_cleaner,4,esc50:146200,441044,41db87e753f13f238ba7f8ffca60421d08f8ab3e315c4d79f0557caed80ee9d8
esc50,wav_files/4-147240-A-2.wav,4-147240-A-2.wav,0,official_metadata:no_drone,pig,4,esc50:147240,441044,e37e3876cb219618a9f0bb90d1cac1b50a964dd2805bab6cb4cf07e981a84005
esc50,wav_files/4-147240-B-2.wav,4-147240-B-2.wav,0,official_metadata:no_drone,pig,4,esc50:147240,441044,35123a488f0472128b13a633beb12f5cb1308f28c5856724a70f38eb9b1b5a19
esc50,wav_files/4-147657-A-46.wav,4-147657-A-46.wav,0,official_metadata:no_drone,church_bells,4,esc50:147657,441044,1ccb7137cf0c9ff4226cc7a9d6200af0b1f9cd6b06b8799493f8cfd4be8feb2e
esc50,wav_files/4-147658-A-46.wav,4-147658-A-46.wav,0,official_metadata:no_drone,church_bells,4,esc50:147658,441044,8dbf786d91c8678bc846b37163c4235122fa8cf5976802bbeab4186f754d5633
esc50,wav_files/4-149294-A-41.wav,4-149294-A-41.wav,0,official_metadata:no_drone,chainsaw,4,esc50:149294,441044,6f17cda330dc854816ff6fa810a4535882077f1db34f7da8f6a046661164b958
esc50,wav_files/4-149294-B-41.wav,4-149294-B-41.wav,0,official_metadata:no_drone,chainsaw,4,esc50:149294,441044,93988074f02db3b15f57181ee8bf2707a2151190dd7b674d110bd88e32a57506
esc50,wav_files/4-149940-A-5.wav,4-149940-A-5.wav,0,official_metadata:no_drone,cat,4,esc50:149940,441044,0973a174f1af1198b9325283bd0e045ff0632d2550c38c196d31f7078625a7c5
esc50,wav_files/4-149940-B-5.wav,4-149940-B-5.wav,0,official_metadata:no_drone,cat,4,esc50:149940,441044,657d6f04acc457e97b11ba7e4880fa59bb9b7fcb86ac3462cbd64bd55f8abee7
esc50,wav_files/4-150364-A-46.wav,4-150364-A-46.wav,0,official_metadata:no_drone,church_bells,4,esc50:150364,441044,ebb611528a40fda78511be8673d194a5c8e1127b924bbe540c5e30044ff8758b
esc50,wav_files/4-150364-B-46.wav,4-150364-B-46.wav,0,official_metadata:no_drone,church_bells,4,esc50:150364,441044,ecb38a815e3f00f37614cae9830d7c27e2f3f2c829bc5cead31b1406c84c444d
esc50,wav_files/4-151242-A-37.wav,4-151242-A-37.wav,0,official_metadata:no_drone,clock_alarm,4,esc50:151242,441044,c83789199d3a2794323f9151cae42fa478b7ae408a624f483399316bd44cf899
esc50,wav_files/4-152958-A-18.wav,4-152958-A-18.wav,0,official_metadata:no_drone,toilet_flush,4,esc50:152958,441044,e388159dac32a6534961abb784890dde13b10d56703478e7798b847d2cb92f77
esc50,wav_files/4-152995-A-24.wav,4-152995-A-24.wav,0,official_metadata:no_drone,coughing,4,esc50:152995,441044,ca9a065e5c3c2427954a9d4fb74dff3891ce63e9bda66878e19448237e194e71
esc50,wav_files/4-154405-A-27.wav,4-154405-A-27.wav,0,official_metadata:no_drone,brushing_teeth,4,esc50:154405,441044,74233760be61163a1ef912653c987842ea9cc1c6242f12c1e0ec5370df4e9381
esc50,wav_files/4-154405-B-27.wav,4-154405-B-27.wav,0,official_metadata:no_drone,brushing_teeth,4,esc50:154405,441044,7fb82f2e2eb895f2d8d14c8bf845d168ac57d8fafa1d93ab2439af13912f2c8c
esc50,wav_files/4-154443-A-24.wav,4-154443-A-24.wav,0,official_metadata:no_drone,coughing,4,esc50:154443,441044,a797267e864e22e93777a5822b91f029fe7dd0686003dec30e0fa708afca2e86
esc50,wav_files/4-154793-A-4.wav,4-154793-A-4.wav,0,official_metadata:no_drone,frog,4,esc50:154793,441044,70848cc5cfe7f2c5f3ef1266f47901c50463a4887ff6ffa8910cba9b22c89d4f
esc50,wav_files/4-155650-A-24.wav,4-155650-A-24.wav,0,official_metadata:no_drone,coughing,4,esc50:155650,441044,40b7ab01d71f32d21b193d0a90b5f202264e82dff15a45e4b9e95e7d93f2bd64
esc50,wav_files/4-155650-B-24.wav,4-155650-B-24.wav,0,official_metadata:no_drone,coughing,4,esc50:155650,441044,c52dc2cf771d93225ad071a05099a6a0ad37569b09d21d54ef15efae2b4fe6f0
esc50,wav_files/4-155670-A-26.wav,4-155670-A-26.wav,0,official_metadata:no_drone,laughing,4,esc50:155670,441044,9368b7604caf4337cb81e95bb2461fa80a90011c94fdfffef10e0ab819d9842e
esc50,wav_files/4-156227-A-9.wav,4-156227-A-9.wav,0,official_metadata:no_drone,crow,4,esc50:156227,441044,d34e7eb113233542edb49de449196a982d96ea912af90816c37655de30bdf634
esc50,wav_files/4-156827-A-46.wav,4-156827-A-46.wav,0,official_metadata:no_drone,church_bells,4,esc50:156827,441044,c2605d58bbdc380fdb235cbe6a3f156cb94d962bdb941b9fe126c40fc8188952
esc50,wav_files/4-156843-A-21.wav,4-156843-A-21.wav,0,official_metadata:no_drone,sneezing,4,esc50:156843,441044,915d649c4fbc6df93b6b6a94f45732e02e4a15728531ac114f867c969e989cbd
esc50,wav_files/4-156844-A-21.wav,4-156844-A-21.wav,0,official_metadata:no_drone,sneezing,4,esc50:156844,441044,6fbfe7a57440e68e7a3c1e46dc039df88cdf64f765c9eb2402e8352382078f78
esc50,wav_files/4-156993-A-19.wav,4-156993-A-19.wav,0,official_metadata:no_drone,thunderstorm,4,esc50:156993,441044,542138c59d58acaab06659a09902e49fe7acffb07594680210f38a6ba21898e5
esc50,wav_files/4-157296-A-24.wav,4-157296-A-24.wav,0,official_metadata:no_drone,coughing,4,esc50:157296,441044,918b5180068c452637051ad4037ba51ad5e9d4c422dbbd2b99efe687d9219f42
esc50,wav_files/4-157297-A-21.wav,4-157297-A-21.wav,0,official_metadata:no_drone,sneezing,4,esc50:157297,441044,81500a8a8c1c56a714db75c93abb4a040a8e0bdd07ee920076a32c715452bc89
esc50,wav_files/4-157611-A-41.wav,4-157611-A-41.wav,0,official_metadata:no_drone,chainsaw,4,esc50:157611,441044,9a71c693e78177287023ad26d3192535104f8a5fa45290150a3f4db647ae5226
esc50,wav_files/4-157611-B-41.wav,4-157611-B-41.wav,0,official_metadata:no_drone,chainsaw,4,esc50:157611,441044,e2c2b22cd1b32e80cb5bd0cb5d4e5e3f593fddb609b32ce13e92ee1be0409a7d
esc50,wav_files/4-158653-A-32.wav,4-158653-A-32.wav,0,official_metadata:no_drone,keyboard_typing,4,esc50:158653,441044,125691734898f9db80100600cb63a65203ac0948b4a234e136f0e369bffe3b6b
esc50,wav_files/4-159426-A-9.wav,4-159426-A-9.wav,0,official_metadata:no_drone,crow,4,esc50:159426,441044,4d97268c534902264814ed84df0460f404997c0fc9d48402508549f101a3c1aa
esc50,wav_files/4-159609-A-14.wav,4-159609-A-14.wav,0,official_metadata:no_drone,chirping_birds,4,esc50:159609,441044,186ec9ba8f6288e2b37a3642287a7b2f06add4357adb91ad84b8c1495aa9cd42
esc50,wav_files/4-159609-B-14.wav,4-159609-B-14.wav,0,official_metadata:no_drone,chirping_birds,4,esc50:159609,441044,0f00302ed01916e1a1c0ed885aae5c96fc4dac3a65cc31a920b3292de016e13f
esc50,wav_files/4-160036-A-33.wav,4-160036-A-33.wav,0,official_metadata:no_drone,door_wood_creaks,4,esc50:160036,441044,d532368c1c87cc38716046c5653d590ea71563a945df3d2e5ad2d197952c0045
esc50,wav_files/4-160036-B-33.wav,4-160036-B-33.wav,0,official_metadata:no_drone,door_wood_creaks,4,esc50:160036,441044,8e58b5f094a28835f81ddbaccf0b5238a431395ad205625c0114560dfa5a58f8
esc50,wav_files/4-160999-A-10.wav,4-160999-A-10.wav,0,official_metadata:no_drone,rain,4,esc50:160999,441044,c85ef3d5cbd86ba80a7f089277d66f165e36b8dcf8070643ddc7ec73eb4f5dcb
esc50,wav_files/4-161099-A-47.wav,4-161099-A-47.wav,0,official_metadata:no_drone,airplane,4,esc50:161099,441044,2264c8830b42634fb6df30886667ea375dd988d38c005662b1218adbd46755dd
esc50,wav_files/4-161099-B-47.wav,4-161099-B-47.wav,0,official_metadata:no_drone,airplane,4,esc50:161099,441044,fb70ad4860e19a0d905a6edcb9ab2f26472358d63ee2c41d9a7658e00f494d67
esc50,wav_files/4-161100-A-47.wav,4-161100-A-47.wav,0,official_metadata:no_drone,airplane,4,esc50:161100,441044,10b80a4efdd21a7e91034be5610968ae72423adbbbaa22d120e09824ff74944d
esc50,wav_files/4-161103-A-47.wav,4-161103-A-47.wav,0,official_metadata:no_drone,airplane,4,esc50:161103,441044,faf8973d7984be8b6c04160ca191ec85a75e8c0e0989e66a6f9842fb9ae87d73
esc50,wav_files/4-161105-A-47.wav,4-161105-A-47.wav,0,official_metadata:no_drone,airplane,4,esc50:161105,441044,93d3bfc2ccae3ddedf4254c370748b008346eca1ababe44218846d3e75793399
esc50,wav_files/4-161105-B-47.wav,4-161105-B-47.wav,0,official_metadata:no_drone,airplane,4,esc50:161105,441044,12a26e7483a04bdfafb61659b535ced5271f1a12d7919cfc2dba3ae4f5b3adf4
esc50,wav_files/4-161127-A-10.wav,4-161127-A-10.wav,0,official_metadata:no_drone,rain,4,esc50:161127,441044,3ea9076dd2ee68b67bd0707652a0c0ca77811b0664426e10e6860c187401af89
esc50,wav_files/4-161303-A-5.wav,4-161303-A-5.wav,0,official_metadata:no_drone,cat,4,esc50:161303,441044,008f3f30c0cef1c9feff71e909cce6feabbdb6ebb13a60bba9987eba92e33c5f
esc50,wav_files/4-161303-B-5.wav,4-161303-B-5.wav,0,official_metadata:no_drone,cat,4,esc50:161303,441044,18e48baaa25d22679917e19d7a46093f22aaeafdf9ed972ca2d068050b404da2
esc50,wav_files/4-161519-A-19.wav,4-161519-A-19.wav,0,official_metadata:no_drone,thunderstorm,4,esc50:161519,441044,883e430ff497be4e5d1d19c118273a209f76ab82a2133b585f2d1b93cdb73d84
