dataset,filename,path,extension,duration_sec,sample_rate,channels,subtype,file_size_mb,status
drone_audio,1-100038-A-141.wav,datasets\raw\drone_audio\unknown\1-100038-A-141.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-100038-A-142.wav,datasets\raw\drone_audio\unknown\1-100038-A-142.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-100038-A-143.wav,datasets\raw\drone_audio\unknown\1-100038-A-143.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-100038-A-144.wav,datasets\raw\drone_audio\unknown\1-100038-A-144.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-100210-A-360.wav,datasets\raw\drone_audio\unknown\1-100210-A-360.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-100210-A-361.wav,datasets\raw\drone_audio\unknown\1-100210-A-361.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-100210-A-362.wav,datasets\raw\drone_audio\unknown\1-100210-A-362.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-100210-A-363.wav,datasets\raw\drone_audio\unknown\1-100210-A-363.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-100210-A-364.wav,datasets\raw\drone_audio\unknown\1-100210-A-364.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-100210-B-360.wav,datasets\raw\drone_audio\unknown\1-100210-B-360.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-100210-B-361.wav,datasets\raw\drone_audio\unknown\1-100210-B-361.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-100210-B-362.wav,datasets\raw\drone_audio\unknown\1-100210-B-362.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-100210-B-363.wav,datasets\raw\drone_audio\unknown\1-100210-B-363.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-100210-B-364.wav,datasets\raw\drone_audio\unknown\1-100210-B-364.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-101296-A-190.wav,datasets\raw\drone_audio\unknown\1-101296-A-190.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-101296-A-191.wav,datasets\raw\drone_audio\unknown\1-101296-A-191.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-101296-A-192.wav,datasets\raw\drone_audio\unknown\1-101296-A-192.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-101296-A-193.wav,datasets\raw\drone_audio\unknown\1-101296-A-193.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-101296-A-194.wav,datasets\raw\drone_audio\unknown\1-101296-A-194.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-101296-B-190.wav,datasets\raw\drone_audio\unknown\1-101296-B-190.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-101296-B-191.wav,datasets\raw\drone_audio\unknown\1-101296-B-191.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-101296-B-192.wav,datasets\raw\drone_audio\unknown\1-101296-B-192.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-101296-B-193.wav,datasets\raw\drone_audio\unknown\1-101296-B-193.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-101296-B-194.wav,datasets\raw\drone_audio\unknown\1-101296-B-194.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-101336-A-300.wav,datasets\raw\drone_audio\unknown\1-101336-A-300.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-101336-A-301.wav,datasets\raw\drone_audio\unknown\1-101336-A-301.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-101336-A-302.wav,datasets\raw\drone_audio\unknown\1-101336-A-302.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-101336-A-303.wav,datasets\raw\drone_audio\unknown\1-101336-A-303.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-101336-A-304.wav,datasets\raw\drone_audio\unknown\1-101336-A-304.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-101404-A-340.wav,datasets\raw\drone_audio\unknown\1-101404-A-340.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-101404-A-341.wav,datasets\raw\drone_audio\unknown\1-101404-A-341.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-101404-A-342.wav,datasets\raw\drone_audio\unknown\1-101404-A-342.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-101404-A-343.wav,datasets\raw\drone_audio\unknown\1-101404-A-343.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-101404-A-344.wav,datasets\raw\drone_audio\unknown\1-101404-A-344.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-103298-A-90.wav,datasets\raw\drone_audio\unknown\1-103298-A-90.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-103298-A-91.wav,datasets\raw\drone_audio\unknown\1-103298-A-91.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-103298-A-92.wav,datasets\raw\drone_audio\unknown\1-103298-A-92.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-103298-A-93.wav,datasets\raw\drone_audio\unknown\1-103298-A-93.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-103298-A-94.wav,datasets\raw\drone_audio\unknown\1-103298-A-94.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-103995-A-300.wav,datasets\raw\drone_audio\unknown\1-103995-A-300.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-103995-A-301.wav,datasets\raw\drone_audio\unknown\1-103995-A-301.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-103995-A-302.wav,datasets\raw\drone_audio\unknown\1-103995-A-302.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-103995-A-303.wav,datasets\raw\drone_audio\unknown\1-103995-A-303.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-103995-A-304.wav,datasets\raw\drone_audio\unknown\1-103995-A-304.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-103999-A-300.wav,datasets\raw\drone_audio\unknown\1-103999-A-300.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-103999-A-301.wav,datasets\raw\drone_audio\unknown\1-103999-A-301.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-103999-A-302.wav,datasets\raw\drone_audio\unknown\1-103999-A-302.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-103999-A-303.wav,datasets\raw\drone_audio\unknown\1-103999-A-303.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-103999-A-304.wav,datasets\raw\drone_audio\unknown\1-103999-A-304.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-104089-A-220.wav,datasets\raw\drone_audio\unknown\1-104089-A-220.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-104089-A-221.wav,datasets\raw\drone_audio\unknown\1-104089-A-221.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-104089-A-222.wav,datasets\raw\drone_audio\unknown\1-104089-A-222.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-104089-A-223.wav,datasets\raw\drone_audio\unknown\1-104089-A-223.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-104089-A-224.wav,datasets\raw\drone_audio\unknown\1-104089-A-224.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-104089-B-220.wav,datasets\raw\drone_audio\unknown\1-104089-B-220.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-104089-B-221.wav,datasets\raw\drone_audio\unknown\1-104089-B-221.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-104089-B-222.wav,datasets\raw\drone_audio\unknown\1-104089-B-222.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-104089-B-223.wav,datasets\raw\drone_audio\unknown\1-104089-B-223.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-104089-B-224.wav,datasets\raw\drone_audio\unknown\1-104089-B-224.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-105224-A-220.wav,datasets\raw\drone_audio\unknown\1-105224-A-220.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-105224-A-221.wav,datasets\raw\drone_audio\unknown\1-105224-A-221.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-105224-A-222.wav,datasets\raw\drone_audio\unknown\1-105224-A-222.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-105224-A-223.wav,datasets\raw\drone_audio\unknown\1-105224-A-223.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-105224-A-224.wav,datasets\raw\drone_audio\unknown\1-105224-A-224.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-110389-A-00.wav,datasets\raw\drone_audio\unknown\1-110389-A-00.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-110389-A-01.wav,datasets\raw\drone_audio\unknown\1-110389-A-01.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-110389-A-02.wav,datasets\raw\drone_audio\unknown\1-110389-A-02.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-110389-A-03.wav,datasets\raw\drone_audio\unknown\1-110389-A-03.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-110389-A-04.wav,datasets\raw\drone_audio\unknown\1-110389-A-04.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-110537-A-220.wav,datasets\raw\drone_audio\unknown\1-110537-A-220.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-110537-A-221.wav,datasets\raw\drone_audio\unknown\1-110537-A-221.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-110537-A-222.wav,datasets\raw\drone_audio\unknown\1-110537-A-222.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-110537-A-223.wav,datasets\raw\drone_audio\unknown\1-110537-A-223.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-110537-A-224.wav,datasets\raw\drone_audio\unknown\1-110537-A-224.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-115521-A-190.wav,datasets\raw\drone_audio\unknown\1-115521-A-190.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115521-A-191.wav,datasets\raw\drone_audio\unknown\1-115521-A-191.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115521-A-192.wav,datasets\raw\drone_audio\unknown\1-115521-A-192.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-115521-A-193.wav,datasets\raw\drone_audio\unknown\1-115521-A-193.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115521-A-194.wav,datasets\raw\drone_audio\unknown\1-115521-A-194.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-115545-A-480.wav,datasets\raw\drone_audio\unknown\1-115545-A-480.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115545-A-481.wav,datasets\raw\drone_audio\unknown\1-115545-A-481.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115545-A-482.wav,datasets\raw\drone_audio\unknown\1-115545-A-482.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-115545-A-483.wav,datasets\raw\drone_audio\unknown\1-115545-A-483.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115545-A-484.wav,datasets\raw\drone_audio\unknown\1-115545-A-484.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-115545-B-480.wav,datasets\raw\drone_audio\unknown\1-115545-B-480.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115545-B-481.wav,datasets\raw\drone_audio\unknown\1-115545-B-481.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115545-B-482.wav,datasets\raw\drone_audio\unknown\1-115545-B-482.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-115545-B-483.wav,datasets\raw\drone_audio\unknown\1-115545-B-483.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115545-B-484.wav,datasets\raw\drone_audio\unknown\1-115545-B-484.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-115545-C-480.wav,datasets\raw\drone_audio\unknown\1-115545-C-480.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115545-C-481.wav,datasets\raw\drone_audio\unknown\1-115545-C-481.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115545-C-482.wav,datasets\raw\drone_audio\unknown\1-115545-C-482.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-115545-C-483.wav,datasets\raw\drone_audio\unknown\1-115545-C-483.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115545-C-484.wav,datasets\raw\drone_audio\unknown\1-115545-C-484.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-115546-A-480.wav,datasets\raw\drone_audio\unknown\1-115546-A-480.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115546-A-481.wav,datasets\raw\drone_audio\unknown\1-115546-A-481.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115546-A-482.wav,datasets\raw\drone_audio\unknown\1-115546-A-482.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-115546-A-483.wav,datasets\raw\drone_audio\unknown\1-115546-A-483.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115546-A-484.wav,datasets\raw\drone_audio\unknown\1-115546-A-484.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-115920-A-220.wav,datasets\raw\drone_audio\unknown\1-115920-A-220.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115920-A-221.wav,datasets\raw\drone_audio\unknown\1-115920-A-221.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115920-A-222.wav,datasets\raw\drone_audio\unknown\1-115920-A-222.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-115920-A-223.wav,datasets\raw\drone_audio\unknown\1-115920-A-223.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115920-A-224.wav,datasets\raw\drone_audio\unknown\1-115920-A-224.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-115920-B-220.wav,datasets\raw\drone_audio\unknown\1-115920-B-220.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115920-B-221.wav,datasets\raw\drone_audio\unknown\1-115920-B-221.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115920-B-222.wav,datasets\raw\drone_audio\unknown\1-115920-B-222.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-115920-B-223.wav,datasets\raw\drone_audio\unknown\1-115920-B-223.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115920-B-224.wav,datasets\raw\drone_audio\unknown\1-115920-B-224.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-115921-A-220.wav,datasets\raw\drone_audio\unknown\1-115921-A-220.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115921-A-221.wav,datasets\raw\drone_audio\unknown\1-115921-A-221.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115921-A-222.wav,datasets\raw\drone_audio\unknown\1-115921-A-222.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-115921-A-223.wav,datasets\raw\drone_audio\unknown\1-115921-A-223.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-115921-A-224.wav,datasets\raw\drone_audio\unknown\1-115921-A-224.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-116765-A-410.wav,datasets\raw\drone_audio\unknown\1-116765-A-410.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-116765-A-411.wav,datasets\raw\drone_audio\unknown\1-116765-A-411.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-116765-A-412.wav,datasets\raw\drone_audio\unknown\1-116765-A-412.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-116765-A-413.wav,datasets\raw\drone_audio\unknown\1-116765-A-413.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-116765-A-414.wav,datasets\raw\drone_audio\unknown\1-116765-A-414.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-11687-A-470.wav,datasets\raw\drone_audio\unknown\1-11687-A-470.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-11687-A-471.wav,datasets\raw\drone_audio\unknown\1-11687-A-471.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-11687-A-472.wav,datasets\raw\drone_audio\unknown\1-11687-A-472.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-11687-A-473.wav,datasets\raw\drone_audio\unknown\1-11687-A-473.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-11687-A-474.wav,datasets\raw\drone_audio\unknown\1-11687-A-474.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-118206-A-310.wav,datasets\raw\drone_audio\unknown\1-118206-A-310.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-118206-A-311.wav,datasets\raw\drone_audio\unknown\1-118206-A-311.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-118206-A-312.wav,datasets\raw\drone_audio\unknown\1-118206-A-312.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-118206-A-313.wav,datasets\raw\drone_audio\unknown\1-118206-A-313.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-118206-A-314.wav,datasets\raw\drone_audio\unknown\1-118206-A-314.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-118559-A-170.wav,datasets\raw\drone_audio\unknown\1-118559-A-170.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-118559-A-171.wav,datasets\raw\drone_audio\unknown\1-118559-A-171.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-118559-A-172.wav,datasets\raw\drone_audio\unknown\1-118559-A-172.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-118559-A-173.wav,datasets\raw\drone_audio\unknown\1-118559-A-173.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-118559-A-174.wav,datasets\raw\drone_audio\unknown\1-118559-A-174.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-119125-A-450.wav,datasets\raw\drone_audio\unknown\1-119125-A-450.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-119125-A-451.wav,datasets\raw\drone_audio\unknown\1-119125-A-451.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-119125-A-452.wav,datasets\raw\drone_audio\unknown\1-119125-A-452.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-119125-A-453.wav,datasets\raw\drone_audio\unknown\1-119125-A-453.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-119125-A-454.wav,datasets\raw\drone_audio\unknown\1-119125-A-454.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-121951-A-80.wav,datasets\raw\drone_audio\unknown\1-121951-A-80.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-121951-A-81.wav,datasets\raw\drone_audio\unknown\1-121951-A-81.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-121951-A-82.wav,datasets\raw\drone_audio\unknown\1-121951-A-82.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-121951-A-83.wav,datasets\raw\drone_audio\unknown\1-121951-A-83.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-121951-A-84.wav,datasets\raw\drone_audio\unknown\1-121951-A-84.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-12653-A-150.wav,datasets\raw\drone_audio\unknown\1-12653-A-150.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-12653-A-151.wav,datasets\raw\drone_audio\unknown\1-12653-A-151.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-12653-A-152.wav,datasets\raw\drone_audio\unknown\1-12653-A-152.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-12653-A-153.wav,datasets\raw\drone_audio\unknown\1-12653-A-153.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-12653-A-154.wav,datasets\raw\drone_audio\unknown\1-12653-A-154.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-12654-A-150.wav,datasets\raw\drone_audio\unknown\1-12654-A-150.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-12654-A-151.wav,datasets\raw\drone_audio\unknown\1-12654-A-151.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-12654-A-152.wav,datasets\raw\drone_audio\unknown\1-12654-A-152.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-12654-A-153.wav,datasets\raw\drone_audio\unknown\1-12654-A-153.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-12654-A-154.wav,datasets\raw\drone_audio\unknown\1-12654-A-154.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-12654-B-150.wav,datasets\raw\drone_audio\unknown\1-12654-B-150.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-12654-B-151.wav,datasets\raw\drone_audio\unknown\1-12654-B-151.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-12654-B-152.wav,datasets\raw\drone_audio\unknown\1-12654-B-152.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-12654-B-153.wav,datasets\raw\drone_audio\unknown\1-12654-B-153.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-12654-B-154.wav,datasets\raw\drone_audio\unknown\1-12654-B-154.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-13571-A-460.wav,datasets\raw\drone_audio\unknown\1-13571-A-460.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-13571-A-461.wav,datasets\raw\drone_audio\unknown\1-13571-A-461.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-13571-A-462.wav,datasets\raw\drone_audio\unknown\1-13571-A-462.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-13571-A-463.wav,datasets\raw\drone_audio\unknown\1-13571-A-463.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-13571-A-464.wav,datasets\raw\drone_audio\unknown\1-13571-A-464.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-13572-A-460.wav,datasets\raw\drone_audio\unknown\1-13572-A-460.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-13572-A-461.wav,datasets\raw\drone_audio\unknown\1-13572-A-461.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-13572-A-462.wav,datasets\raw\drone_audio\unknown\1-13572-A-462.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-13572-A-463.wav,datasets\raw\drone_audio\unknown\1-13572-A-463.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-13572-A-464.wav,datasets\raw\drone_audio\unknown\1-13572-A-464.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-13613-A-370.wav,datasets\raw\drone_audio\unknown\1-13613-A-370.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-13613-A-371.wav,datasets\raw\drone_audio\unknown\1-13613-A-371.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-13613-A-372.wav,datasets\raw\drone_audio\unknown\1-13613-A-372.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-13613-A-373.wav,datasets\raw\drone_audio\unknown\1-13613-A-373.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-13613-A-374.wav,datasets\raw\drone_audio\unknown\1-13613-A-374.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-137-A-320.wav,datasets\raw\drone_audio\unknown\1-137-A-320.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-137-A-321.wav,datasets\raw\drone_audio\unknown\1-137-A-321.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-137-A-322.wav,datasets\raw\drone_audio\unknown\1-137-A-322.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-137-A-323.wav,datasets\raw\drone_audio\unknown\1-137-A-323.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-137-A-324.wav,datasets\raw\drone_audio\unknown\1-137-A-324.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-137296-A-160.wav,datasets\raw\drone_audio\unknown\1-137296-A-160.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-137296-A-161.wav,datasets\raw\drone_audio\unknown\1-137296-A-161.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-137296-A-162.wav,datasets\raw\drone_audio\unknown\1-137296-A-162.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-137296-A-163.wav,datasets\raw\drone_audio\unknown\1-137296-A-163.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-137296-A-164.wav,datasets\raw\drone_audio\unknown\1-137296-A-164.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-14262-A-370.wav,datasets\raw\drone_audio\unknown\1-14262-A-370.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-14262-A-371.wav,datasets\raw\drone_audio\unknown\1-14262-A-371.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-14262-A-372.wav,datasets\raw\drone_audio\unknown\1-14262-A-372.wav,.wav,0.98,16000,1,PCM_16,0.03,OK
drone_audio,1-14262-A-373.wav,datasets\raw\drone_audio\unknown\1-14262-A-373.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-14262-A-374.wav,datasets\raw\drone_audio\unknown\1-14262-A-374.wav,.wav,0.96,16000,1,PCM_16,0.029,OK
drone_audio,1-155858-A-250.wav,datasets\raw\drone_audio\unknown\1-155858-A-250.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
drone_audio,1-155858-A-251.wav,datasets\raw\drone_audio\unknown\1-155858-A-251.wav,.wav,1.02,16000,1,PCM_16,0.031,OK
