dataset,relative_path,file_name,extension,binary_label,label_origin,size_bytes,sha256,drone_type,movement,rotation,distance_m,height_m,azimuth_deg,recording_start,recording_end,temperature_c,humidity_percent,wind_speed_ms,wind_direction_deg,latitude,longitude
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_128-bebop_002_.wav,B_S2_D1_128-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_128-bebop_003_.wav,B_S2_D1_128-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_128-bebop_004_.wav,B_S2_D1_128-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_129-bebop_000_.wav,B_S2_D1_129-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_129-bebop_001_.wav,B_S2_D1_129-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_129-bebop_002_.wav,B_S2_D1_129-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_129-bebop_003_.wav,B_S2_D1_129-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_129-bebop_004_.wav,B_S2_D1_129-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_130-bebop_000_.wav,B_S2_D1_130-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_130-bebop_001_.wav,B_S2_D1_130-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_130-bebop_002_.wav,B_S2_D1_130-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_130-bebop_003_.wav,B_S2_D1_130-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_130-bebop_004_.wav,B_S2_D1_130-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_131-bebop_000_.wav,B_S2_D1_131-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_131-bebop_001_.wav,B_S2_D1_131-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_131-bebop_002_.wav,B_S2_D1_131-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_131-bebop_003_.wav,B_S2_D1_131-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_131-bebop_004_.wav,B_S2_D1_131-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_132-bebop_000_.wav,B_S2_D1_132-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_132-bebop_001_.wav,B_S2_D1_132-bebop_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_132-bebop_002_.wav,B_S2_D1_132-bebop_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_132-bebop_003_.wav,B_S2_D1_132-bebop_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_132-bebop_004_.wav,B_S2_D1_132-bebop_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/B_S2_D1_133-bebop_000_.wav,B_S2_D1_133-bebop_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,24812,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2000.wav,extra_membo_D2_2000.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32162,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2001.wav,extra_membo_D2_2001.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2002.wav,extra_membo_D2_2002.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2003.wav,extra_membo_D2_2003.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2004.wav,extra_membo_D2_2004.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2005.wav,extra_membo_D2_2005.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2006.wav,extra_membo_D2_2006.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2007.wav,extra_membo_D2_2007.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2008.wav,extra_membo_D2_2008.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,31512,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2009.wav,extra_membo_D2_2009.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2010.wav,extra_membo_D2_2010.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2011.wav,extra_membo_D2_2011.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2012.wav,extra_membo_D2_2012.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2013.wav,extra_membo_D2_2013.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2014.wav,extra_membo_D2_2014.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2015.wav,extra_membo_D2_2015.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2016.wav,extra_membo_D2_2016.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,31512,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2017.wav,extra_membo_D2_2017.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2018.wav,extra_membo_D2_2018.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2019.wav,extra_membo_D2_2019.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2020.wav,extra_membo_D2_2020.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2021.wav,extra_membo_D2_2021.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2022.wav,extra_membo_D2_2022.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2023.wav,extra_membo_D2_2023.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2024.wav,extra_membo_D2_2024.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,31512,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2025.wav,extra_membo_D2_2025.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2026.wav,extra_membo_D2_2026.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2027.wav,extra_membo_D2_2027.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2028.wav,extra_membo_D2_2028.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2029.wav,extra_membo_D2_2029.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2030.wav,extra_membo_D2_2030.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2031.wav,extra_membo_D2_2031.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2032.wav,extra_membo_D2_2032.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,31512,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2033.wav,extra_membo_D2_2033.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2034.wav,extra_membo_D2_2034.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2035.wav,extra_membo_D2_2035.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2036.wav,extra_membo_D2_2036.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2037.wav,extra_membo_D2_2037.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2038.wav,extra_membo_D2_2038.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2039.wav,extra_membo_D2_2039.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2040.wav,extra_membo_D2_2040.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,31512,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2041.wav,extra_membo_D2_2041.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2042.wav,extra_membo_D2_2042.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2043.wav,extra_membo_D2_2043.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2044.wav,extra_membo_D2_2044.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2045.wav,extra_membo_D2_2045.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2046.wav,extra_membo_D2_2046.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2047.wav,extra_membo_D2_2047.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2048.wav,extra_membo_D2_2048.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,31512,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2049.wav,extra_membo_D2_2049.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2050.wav,extra_membo_D2_2050.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2051.wav,extra_membo_D2_2051.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2052.wav,extra_membo_D2_2052.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2053.wav,extra_membo_D2_2053.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2054.wav,extra_membo_D2_2054.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32194,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/extra_membo_D2_2055.wav,extra_membo_D2_2055.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32192,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_000-membo_000_.wav,Membo_0_000-membo_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_000-membo_001_.wav,Membo_0_000-membo_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_000-membo_002_.wav,Membo_0_000-membo_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_000-membo_003_.wav,Membo_0_000-membo_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_000-membo_004_.wav,Membo_0_000-membo_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_001-membo_000_.wav,Membo_0_001-membo_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_001-membo_001_.wav,Membo_0_001-membo_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_001-membo_002_.wav,Membo_0_001-membo_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_001-membo_003_.wav,Membo_0_001-membo_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_001-membo_004_.wav,Membo_0_001-membo_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_002-membo_000_.wav,Membo_0_002-membo_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_002-membo_001_.wav,Membo_0_002-membo_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_002-membo_002_.wav,Membo_0_002-membo_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_002-membo_003_.wav,Membo_0_002-membo_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_002-membo_004_.wav,Membo_0_002-membo_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_003-membo_000_.wav,Membo_0_003-membo_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_003-membo_001_.wav,Membo_0_003-membo_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_003-membo_002_.wav,Membo_0_003-membo_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_003-membo_003_.wav,Membo_0_003-membo_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_003-membo_004_.wav,Membo_0_003-membo_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_004-membo_000_.wav,Membo_0_004-membo_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_004-membo_001_.wav,Membo_0_004-membo_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_004-membo_002_.wav,Membo_0_004-membo_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_004-membo_003_.wav,Membo_0_004-membo_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_004-membo_004_.wav,Membo_0_004-membo_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_005-membo_000_.wav,Membo_0_005-membo_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_005-membo_001_.wav,Membo_0_005-membo_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_005-membo_002_.wav,Membo_0_005-membo_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_005-membo_003_.wav,Membo_0_005-membo_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_005-membo_004_.wav,Membo_0_005-membo_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_006-membo_000_.wav,Membo_0_006-membo_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_006-membo_001_.wav,Membo_0_006-membo_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_006-membo_002_.wav,Membo_0_006-membo_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_006-membo_003_.wav,Membo_0_006-membo_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_006-membo_004_.wav,Membo_0_006-membo_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_007-membo_000_.wav,Membo_0_007-membo_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_007-membo_001_.wav,Membo_0_007-membo_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_007-membo_002_.wav,Membo_0_007-membo_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_007-membo_003_.wav,Membo_0_007-membo_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_007-membo_004_.wav,Membo_0_007-membo_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_008-membo_000_.wav,Membo_0_008-membo_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_008-membo_001_.wav,Membo_0_008-membo_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_008-membo_002_.wav,Membo_0_008-membo_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_008-membo_003_.wav,Membo_0_008-membo_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_008-membo_004_.wav,Membo_0_008-membo_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_009-membo_000_.wav,Membo_0_009-membo_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_009-membo_001_.wav,Membo_0_009-membo_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_009-membo_002_.wav,Membo_0_009-membo_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_009-membo_003_.wav,Membo_0_009-membo_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_009-membo_004_.wav,Membo_0_009-membo_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_010-membo_000_.wav,Membo_0_010-membo_000_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_010-membo_001_.wav,Membo_0_010-membo_001_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_010-membo_002_.wav,Membo_0_010-membo_002_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_010-membo_003_.wav,Membo_0_010-membo_003_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,32876,,,,,,,,,,,,,,,
al_emadi,Binary_Drone_Audio/yes_drone/Membo_0_010-membo_004_.wav,Membo_0_010-membo_004_.wav,.wav,1,directory:Binary_Drone_Audio/yes_drone,28780,,,,,,,,,,,,,,,
